"","...1","crime_id","month","reported_by","falls_within","longitude","latitude","location","lsoa_code","lsoa_name","crime_type","last_outcome_category","context"
"3285",68122,"567576f48b4397f024916716fc161bc64c5c52d296c699decdbdd58b0be469be","2019-09","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"3286",68123,"5059f4cf67936126f3080bfb4f02dd386063a67cfbbfea43cd1d69f5198ff3e5","2019-09","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"3287",68124,"3cee7e0f96fc34618783f7400e1b831809c6698dd29d4e3c2354e74d00647c09","2019-09","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Investigation complete; no suspect identified",NA
"3288",68125,"0d17444114b4beea7b859d7002141e94489114d23bd49b2c965be1039941dcdd","2019-09","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Investigation complete; no suspect identified",NA
"3289",68126,"ac1a136191660d9a362efef6f286cb3e854c52c27b75f9c6b3cc99f6226e1729","2019-09","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"3290",68127,"f37c2f7eafc12bb66136aa52f3993e1b50aac8ebc8085a2eee3c3dc42a2a3225","2019-09","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Investigation complete; no suspect identified",NA
"3291",68128,"1ca159dc3d62a327b554adc61b26a4c55bf4ffe07a9b34419ea19eea080a1fc0","2019-09","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Unable to prosecute suspect",NA
"3292",68129,"440c222d2eb677b53c06931fa0cfbf4adfbe67b1f6bf5c3e8bdb2f66a9335c29","2019-09","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Further investigation is not in the public interest",NA
"3293",68130,"f288f58e7aa845a4f70e2d09ae16fce92c4eb69d4763ce35c47def8fa99b6588","2019-09","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"3294",68131,"88f9e458ac477bc1ddc82c699c012e84e5a591af93d8c8e5cea152a839f08e70","2019-09","Merseyside Police","Merseyside Police",-3.021949,53.390864,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"3295",68132,"a5be976a387e5a3711cc6a6d46378d65c45fbc72276e2b84d76252a83be97f16","2019-09","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"3296",68133,"1d3d4df6a26121c54b963f288546e55fabf4dda3a3431ccaa77c052400029906","2019-09","Merseyside Police","Merseyside Police",-3.024733,53.389078,"On or near Shopping Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"3297",68213,"709a239cac6976c48ff249494d74591920b4f922ea07836f26a1fc54549e0bca","2019-09","Merseyside Police","Merseyside Police",-3.113519,53.388292,"On or near Supermarket","E01007306","Wirral 017E","Shoplifting","Investigation complete; no suspect identified",NA
"3298",68249,"50c118b8aa85b75bf7f59560af975bef42c1229663727030681c09b12a2ae34d","2019-09","Merseyside Police","Merseyside Police",-3.099034,53.381675,"On or near Petrol Station","E01007302","Wirral 018D","Shoplifting","Investigation complete; no suspect identified",NA
"3299",68250,"b925ddb1c9fffced69fc5ff61add4e64291c756bad9535fb4eb30417ea5df87d","2019-09","Merseyside Police","Merseyside Police",-3.099861,53.379933,"On or near Petrol Station","E01007302","Wirral 018D","Shoplifting","Investigation complete; no suspect identified",NA
"3300",68288,"3cc42ba54aefa18ad225ac76eef9406252ff87c850188fe43d772c1d0b3eb501","2019-09","Merseyside Police","Merseyside Police",-3.082421,53.386978,"On or near Coniston Avenue","E01007161","Wirral 019B","Shoplifting","Investigation complete; no suspect identified",NA
"3301",68289,"43676e77f6d568481f4502e780f30c13d663251e0ffa0071c8bd60c9b7c73af6","2019-09","Merseyside Police","Merseyside Police",-3.082421,53.386978,"On or near Coniston Avenue","E01007161","Wirral 019B","Shoplifting","Investigation complete; no suspect identified",NA
"3302",68425,"76097d6b6a8748ffdff53cdca2066615fa872d6402ba1ebd69e230b525caa5d5","2019-09","Merseyside Police","Merseyside Police",-3.027237,53.382513,"On or near Rose Place","E01007131","Wirral 021B","Shoplifting","Investigation complete; no suspect identified",NA
"3303",68426,"16f72221b04fb973e20eef5b72c6abef53bd0f3310ffa6fcf6d3e026f8596bb4","2019-09","Merseyside Police","Merseyside Police",-3.027237,53.382513,"On or near Rose Place","E01007131","Wirral 021B","Shoplifting","Investigation complete; no suspect identified",NA
"3304",68479,"62c23075f813234c4566b6443ebf520bafd2cc052789eed1cc8d7dba1c3ea8ef","2019-09","Merseyside Police","Merseyside Police",-3.015565,53.387979,"On or near Tunnel Road","E01007291","Wirral 021D","Shoplifting","Investigation complete; no suspect identified",NA
"3305",68510,"4e2cddb7cd0e4b74db3ef17ec1e02153035fdd9baee719582cd2f79c7852801e","2019-09","Merseyside Police","Merseyside Police",-3.024211,53.377325,"On or near Wycherley Road","E01007294","Wirral 021F","Shoplifting","Investigation complete; no suspect identified",NA
"3306",68527,"32eec298eb3c1e61e6e868844451e07ebb892eba3e37792d1cc7b5f5a2a9b363","2019-09","Merseyside Police","Merseyside Police",-3.033202,53.374928,"On or near Parkhurst Road","E01007181","Wirral 022B","Shoplifting","Further investigation is not in the public interest",NA
"3307",68548,"90c235cee5bde4d7895e55dcaed34b3f31636d2d40fc6748b1b7c5bda6050cad","2019-09","Merseyside Police","Merseyside Police",-3.034731,53.385289,"On or near Parking Area","E01007239","Wirral 022C","Shoplifting","Unable to prosecute suspect",NA
"3308",68585,"dcac52a43cc5553703fe21b31ffa007a02a1dc14885fb736d261e6585099f4b2","2019-09","Merseyside Police","Merseyside Police",-3.038057,53.381727,"On or near Clive Road","E01007244","Wirral 022E","Shoplifting","Investigation complete; no suspect identified",NA
"3309",68633,"84ac0baaa46825f2012a06b5321a8258364bba47733f1b0abc76166ce4a4b163","2019-09","Merseyside Police","Merseyside Police",-3.048878,53.373614,"On or near Supermarket","E01007245","Wirral 024B","Shoplifting","Local resolution",NA
"3310",68713,"1b579683bb4039ff13c7d976c1bf732e4e22f64bc1cfdd23ed651f5b67c391b0","2019-09","Merseyside Police","Merseyside Police",-3.076389,53.370214,"On or near Supermarket","E01007304","Wirral 025E","Shoplifting","Investigation complete; no suspect identified",NA
"3311",68733,"3c2f8fe99562517bbada18c6a07d2913b0ea37d103e9b76d27c6a84a9a28feda","2019-09","Merseyside Police","Merseyside Police",-3.184387,53.374755,"On or near Parking Area","E01007198","Wirral 026C","Shoplifting","Investigation complete; no suspect identified",NA
"3312",68734,"04f661bed8e292efdcddcdd0083bc21e7a4304cab90219a4192ec6e6dc5cecbf","2019-09","Merseyside Police","Merseyside Police",-3.184387,53.374755,"On or near Parking Area","E01007198","Wirral 026C","Shoplifting","Court result unavailable",NA
"3313",68735,"5eeaa29fd2cd6cf061182bf083872702f949e24ef6a94f00c37a00910ea13da1","2019-09","Merseyside Police","Merseyside Police",-3.184174,53.37251,"On or near The Crescent","E01007198","Wirral 026C","Shoplifting","Investigation complete; no suspect identified",NA
"3314",68736,"7d9f01e3f255769b2144c5a07c0a219dad55844eb3d7881f7034a94e2774646c","2019-09","Merseyside Police","Merseyside Police",-3.185789,53.372197,"On or near Supermarket","E01007198","Wirral 026C","Shoplifting","Investigation complete; no suspect identified",NA
"3315",68802,"41a56f5f25ec4710f0bc4c29bf92574104fccc4993ea2ba05b322aee8d9f8ce4","2019-09","Merseyside Police","Merseyside Police",-3.01466,53.374602,"On or near Supermarket","E01007293","Wirral 027C","Shoplifting","Court result unavailable",NA
"3316",68803,"027cb1e517a128bda877a3afc7bf867e76a568c060f86272b66c68f835054f88","2019-09","Merseyside Police","Merseyside Police",-3.011133,53.379234,"On or near Vanguard Way","E01007293","Wirral 027C","Shoplifting","Investigation complete; no suspect identified",NA
"3317",68804,"b0b50983f402d4fca0fbbec71770106e7c48d5db0bc8f9c2561bd1f536606109","2019-09","Merseyside Police","Merseyside Police",-3.01466,53.374602,"On or near Supermarket","E01007293","Wirral 027C","Shoplifting","Unable to prosecute suspect",NA
"3318",68911,"7cb30f3e8587c61fce7ee53d4167dd0b7b1fbd5d13b0db0a5c3bb2e0e1550043","2019-09","Merseyside Police","Merseyside Police",-3.010591,53.36207,"On or near Town Lane","E01007178","Wirral 029E","Shoplifting","Investigation complete; no suspect identified",NA
"3319",68986,"6f894ebb3c533a48adfa5446de8ba9bf0c3683202cdf7b837ae1528d6808e167","2019-09","Merseyside Police","Merseyside Police",-3.001399,53.358426,"On or near Sandringham Close","E01007141","Wirral 031D","Shoplifting","Unable to prosecute suspect",NA
"3320",68998,"f649046c98ccf2289a46e1fac3eae52e73b3fdd30337fec971a5a0e2b6c8a081","2019-09","Merseyside Police","Merseyside Police",-3.00529,53.369234,"On or near Sefton Road","E01007289","Wirral 031E","Shoplifting","Investigation complete; no suspect identified",NA
"3321",68999,"eeffbb3fa1a25e5a2fc93ddda46c6c8b6b9c0e1017037ebf1d2fa2d75a144d10","2019-09","Merseyside Police","Merseyside Police",-3.00529,53.369234,"On or near Sefton Road","E01007289","Wirral 031E","Shoplifting","Investigation complete; no suspect identified",NA
"3322",69000,"ec2c3649997d8e8bfcffb0cc762195c5ae834c7237e2931920ccf9be1832e719","2019-09","Merseyside Police","Merseyside Police",-3.00529,53.369234,"On or near Sefton Road","E01007289","Wirral 031E","Shoplifting","Investigation complete; no suspect identified",NA
"3323",69001,"f7339fa2cef888cda89ff3b25ae4ba33fb48ac31e0c4385ed562767e52f47ed8","2019-09","Merseyside Police","Merseyside Police",-3.00529,53.369234,"On or near Sefton Road","E01007289","Wirral 031E","Shoplifting","Investigation complete; no suspect identified",NA
"3324",69071,"79ab2b8106f628adb30d993478c59ad59abcf0a495a84bf1053ad567ab1773f4","2019-09","Merseyside Police","Merseyside Police",-3.095408,53.348153,"On or near Supermarket","E01007287","Wirral 033D","Shoplifting","Unable to prosecute suspect",NA
"3325",69072,"74d3eeda878fccef08b01e51b738770679e5a69ea4a9a567b0aeb4f9fa6bf7d2","2019-09","Merseyside Police","Merseyside Police",-3.095408,53.348153,"On or near Supermarket","E01007287","Wirral 033D","Shoplifting","Investigation complete; no suspect identified",NA
"3326",69073,"5dd45fec04cce27aa5102bda244f18f7be49d92a52c287ec8374e866fb057805","2019-09","Merseyside Police","Merseyside Police",-3.095408,53.348153,"On or near Supermarket","E01007287","Wirral 033D","Shoplifting","Unable to prosecute suspect",NA
"3327",69074,"e88169aa7612ff95f64d0fa20bc5d9aa253942ef134e4bb33518c9fdea6c4c96","2019-09","Merseyside Police","Merseyside Police",-3.094685,53.346352,"On or near Petrol Station","E01007287","Wirral 033D","Shoplifting","Investigation complete; no suspect identified",NA
"3328",69075,"a287fa030d0818a6969705306284a94ceeeba84bb234f303b665c37762530106","2019-09","Merseyside Police","Merseyside Police",-3.095408,53.348153,"On or near Supermarket","E01007287","Wirral 033D","Shoplifting","Unable to prosecute suspect",NA
"3329",69100,"4d4ae723776d6488016d8520a5aac809c1a3468196b3884574400816f7badf89","2019-09","Merseyside Police","Merseyside Police",-3.092902,53.352976,"On or near Petrol Station","E01007256","Wirral 034C","Shoplifting","Investigation complete; no suspect identified",NA
"3330",69101,"b287105421daa8354f8f1057bf2e1fe2c34c86741b7f00954d010902f1ce5c88","2019-09","Merseyside Police","Merseyside Police",-3.092902,53.352976,"On or near Petrol Station","E01007256","Wirral 034C","Shoplifting","Court result unavailable",NA
"3331",69176,"4c7acbc0a77a4bf7b4c91dcd69be9fe1d9b7c1d35e6d5a4274b974bd933ca5a6","2019-09","Merseyside Police","Merseyside Police",-2.980986,53.34042,"On or near Fairway South","E01007143","Wirral 036C","Shoplifting","Investigation complete; no suspect identified",NA
"3332",69177,"f557340aa1d4eadf6e788c93251e8b78440e05e809ddd7a920782627e3179750","2019-09","Merseyside Police","Merseyside Police",-2.980986,53.34042,"On or near Fairway South","E01007143","Wirral 036C","Shoplifting","Investigation complete; no suspect identified",NA
"3333",69178,"9758a3d80d225cdceb089f8f64432c138612256a51abece8ef93a0bc403d1cbb","2019-09","Merseyside Police","Merseyside Police",-2.980986,53.34042,"On or near Fairway South","E01007143","Wirral 036C","Shoplifting","Investigation complete; no suspect identified",NA
"3334",69179,"e2ba288f930fac21ad6d44e9d47fca7ff04102b1c9c941075b48c31c76301ff4","2019-09","Merseyside Police","Merseyside Police",-2.980986,53.34042,"On or near Fairway South","E01007143","Wirral 036C","Shoplifting","Investigation complete; no suspect identified",NA
"3335",69194,"a66ec4acd6a4226563d3bd428aa8abea1f3721855c86545a6d5f80a68a80bed5","2019-09","Merseyside Police","Merseyside Police",-3.003571,53.349841,"On or near Supermarket","E01007152","Wirral 036D","Shoplifting","Investigation complete; no suspect identified",NA
"3336",69211,"8f5ed10ff2b2a4352ba5ba20b10c74ba1bf9f2b501f9ba079ecc8dd60ef08ae9","2019-09","Merseyside Police","Merseyside Police",-3.100638,53.329029,"On or near Telegraph Road","E01007182","Wirral 037A","Shoplifting","Unable to prosecute suspect",NA
"3337",69212,"73f8683b86df6b79aa5001b8c2247d20e46cb549e552be0a6de851b8255db48b","2019-09","Merseyside Police","Merseyside Police",-3.098018,53.328739,"On or near Moor Lane","E01007182","Wirral 037A","Shoplifting","Investigation complete; no suspect identified",NA
"3338",69250,"97a695ef2ca58e437da467a376f5f225d457631bf18e08ae7d6409b9eba6953a","2019-09","Merseyside Police","Merseyside Police",-3.00347,53.341069,"On or near Parking Area","E01007145","Wirral 038B","Shoplifting","Investigation complete; no suspect identified",NA
"3339",69251,"41ccc1948ce718d850d4d6639e0528915780ff1941d4c7da16325dd930d578b7","2019-09","Merseyside Police","Merseyside Police",-3.00347,53.341069,"On or near Parking Area","E01007145","Wirral 038B","Shoplifting","Investigation complete; no suspect identified",NA
"3340",69280,"d19fc297d33d4d1d6403c62a36bb3fad97e7ac025f52126c4b1efc3ed4108602","2019-09","Merseyside Police","Merseyside Police",-2.976535,53.340196,"On or near Supermarket","E01007135","Wirral 039A","Shoplifting","Offender given penalty notice",NA
"3341",69281,"5e18aab3a38284f07c6a1af084d11ff9c876de0e82a4aece42d9b343286c40be","2019-09","Merseyside Police","Merseyside Police",-2.976535,53.340196,"On or near Supermarket","E01007135","Wirral 039A","Shoplifting","Court result unavailable",NA
"3342",69282,"be88a23cb37edd7fedb2c95356f2de3e3dee7fd3fcf89c83c6aa5ed95d9542e1","2019-09","Merseyside Police","Merseyside Police",-2.977379,53.339667,"On or near Shopping Area","E01007135","Wirral 039A","Shoplifting","Investigation complete; no suspect identified",NA
"3343",69504,"3e2433a2f0c45371d0f75512bd2d1f7132be549a0443d8f0565fe4d798181d32","2019-10","Merseyside Police","Merseyside Police",-2.878518,53.498496,"On or near Colmoor Close","E01006493","Knowsley 001C","Shoplifting","Investigation complete; no suspect identified",NA
"3344",69522,"765cddd51bd25592315dd3a80ce35c1913630e82a0be933d429e9481b0bf62d0","2019-10","Merseyside Police","Merseyside Police",-2.870506,53.490797,"On or near Woodcote Close","E01006494","Knowsley 001D","Shoplifting","Investigation complete; no suspect identified",NA
"3345",69563,"8d50c73a51c4da79c39d9b7b0c7c9e8e9ce71d506d9d994ac8737241db851ad9","2019-10","Merseyside Police","Merseyside Police",-2.899727,53.487732,"On or near Deerbolt Way","E01006456","Knowsley 002B","Shoplifting","Investigation complete; no suspect identified",NA
"3346",69719,"b8aef8b4dd492ec27f675df0fe00b27bb4ce8d445c6190ec00d2dd34f27da6d4","2019-10","Merseyside Police","Merseyside Police",-2.888663,53.481891,"On or near Supermarket","E01006437","Knowsley 003D","Shoplifting","Investigation complete; no suspect identified",NA
"3347",69720,"6fc5d4c28af9ec87126c9cdc269dc868d51c459c7ec4c30e66ddba124ca57e93","2019-10","Merseyside Police","Merseyside Police",-2.887527,53.481612,"On or near South Parade","E01006437","Knowsley 003D","Shoplifting","Investigation complete; no suspect identified",NA
"3348",69823,"f0ba6a3bfc2c088d5758590a9dc3023badd374e56ad8ecbb6c8d46f6994f3202","2019-10","Merseyside Police","Merseyside Police",-2.915956,53.470089,"On or near Copple House Lane","E01006508","Knowsley 004D","Shoplifting","Court result unavailable",NA
"3349",69824,"73b6dd860464092a31a44317cfbafdaae43c095d2f32a5cbb06edec3df4549fa","2019-10","Merseyside Police","Merseyside Police",-2.915956,53.470089,"On or near Copple House Lane","E01006508","Knowsley 004D","Shoplifting","Local resolution",NA
"3350",69857,"ea518f3afea86aca72d57372f60b3866de2425182a34de48a9818a8d18d9e1f3","2019-10","Merseyside Police","Merseyside Police",-2.914422,53.468114,"On or near Supermarket","E01006510","Knowsley 004F","Shoplifting","Court result unavailable",NA
"3351",69858,"19b58aafa05dd5b1a003d2c72230207f1a7c449d88f2bc2a1327a763603ad681","2019-10","Merseyside Police","Merseyside Police",-2.914422,53.468114,"On or near Supermarket","E01006510","Knowsley 004F","Shoplifting","Investigation complete; no suspect identified",NA
"3352",70143,"2c13609fb96ab25067d5a98591bdaba21c41169d2a7867ee8b036f25cf409b06","2019-10","Merseyside Police","Merseyside Police",-2.801459,53.426769,"On or near Shopping Area","E01006463","Knowsley 007C","Shoplifting","Court result unavailable",NA
"3353",70144,"8af378a23ed07bc7b5117c93ac824038a99faa9edd5bc1a1d100c920ef0b728a","2019-10","Merseyside Police","Merseyside Police",-2.801459,53.426769,"On or near Shopping Area","E01006463","Knowsley 007C","Shoplifting","Unable to prosecute suspect",NA
"3354",70145,"3878c41238bf3c819117e128bb36d79fccbc9bf2dfacf51bc19c0308cc9eacf6","2019-10","Merseyside Police","Merseyside Police",-2.801459,53.426769,"On or near Shopping Area","E01006463","Knowsley 007C","Shoplifting","Unable to prosecute suspect",NA
"3355",70146,"6476c658e9cf2c6541b512f5fff4eaffc67f6519d40300a9a427f6db0c879ae5","2019-10","Merseyside Police","Merseyside Police",-2.801459,53.426769,"On or near Shopping Area","E01006463","Knowsley 007C","Shoplifting","Unable to prosecute suspect",NA
"3356",70147,"0dc42c089b9c17b1d3719717d915580e0eac6ae189a99788e6c2d466499a4e29","2019-10","Merseyside Police","Merseyside Police",-2.801459,53.426769,"On or near Shopping Area","E01006463","Knowsley 007C","Shoplifting","Investigation complete; no suspect identified",NA
"3357",70148,"26db2a293c1f571d10b2b40ed86ed458bab22ef52fea50101422d35a9160b73f","2019-10","Merseyside Police","Merseyside Police",-2.801459,53.426769,"On or near Shopping Area","E01006463","Knowsley 007C","Shoplifting","Investigation complete; no suspect identified",NA
"3358",70149,"63abce502dc92fe4ec5e1255b8b710233123f0bfea20277060f74a3c82d987d3","2019-10","Merseyside Police","Merseyside Police",-2.801459,53.426769,"On or near Shopping Area","E01006463","Knowsley 007C","Shoplifting","Investigation complete; no suspect identified",NA
"3359",70150,"d28a0bf6f6f2292c7f6af9913ace6f6bca5e7cd7b841949a1a30053ea0dcceea","2019-10","Merseyside Police","Merseyside Police",-2.799324,53.427673,"On or near Bond Street","E01006463","Knowsley 007C","Shoplifting","Investigation complete; no suspect identified",NA
"3360",70151,"a591d67324bc1857da74fd8adf8d1db5defc874db9a8b6f55c4bc925b6cced7c","2019-10","Merseyside Police","Merseyside Police",-2.803138,53.426443,"On or near Supermarket","E01006463","Knowsley 007C","Shoplifting","Investigation complete; no suspect identified",NA
"3361",70212,"5d783b2f27282074f63e6373ab59106b482357a0c28d08ba9e96e7a34e34b3e8","2019-10","Merseyside Police","Merseyside Police",-2.799052,53.430048,"On or near Queens Road","E01006466","Knowsley 007E","Shoplifting","Investigation complete; no suspect identified",NA
"3362",70220,"3b623449e7ce76ed598b514c2571b17542cdba709db1fba16e303ff2d6a46d71","2019-10","Merseyside Police","Merseyside Police",-2.86035,53.42164,"On or near Liverpool Road","E01006453","Knowsley 008A","Shoplifting","Investigation complete; no suspect identified",NA
"3363",70279,"069c7d67600f08cd5655b4f85fbbb62256ba022ee7a78f9b1965196908c2ac0d","2019-10","Merseyside Police","Merseyside Police",-2.862485,53.421552,"On or near Page Moss Avenue","E01033228","Knowsley 008F","Shoplifting","Court result unavailable",NA
"3364",70497,"19830d35364539d828b81bc1aaf67bb530f7afebdcbd21c052a7d0412e74e5d0","2019-10","Merseyside Police","Merseyside Police",-2.836484,53.423166,"On or near Sports/Recreation Area","E01006445","Knowsley 010E","Shoplifting","Investigation complete; no suspect identified",NA
"3365",70498,"742fa443c6d32cc4b810d990bfb0034e118ffb50bd8ca7d4730408bcc49d9e79","2019-10","Merseyside Police","Merseyside Police",-2.836484,53.423166,"On or near Sports/Recreation Area","E01006445","Knowsley 010E","Shoplifting","Investigation complete; no suspect identified",NA
"3366",70499,"9eb4c294f79372fd5a98f352fc600f45c12ea74676e056b8eeac8c093cefa3d4","2019-10","Merseyside Police","Merseyside Police",-2.836484,53.423166,"On or near Sports/Recreation Area","E01006445","Knowsley 010E","Shoplifting","Investigation complete; no suspect identified",NA
"3367",70616,"c4423ecce79fa40c00f0d701d94e91df5e7b7c43d15ec58c255dceb346446132","2019-10","Merseyside Police","Merseyside Police",-2.799945,53.415893,"On or near Cross Lane","E01006500","Knowsley 013B","Shoplifting","Investigation complete; no suspect identified",NA
"3368",70677,"baccec1f0343898b7181031749255b4196a5a2ecc706700b627c469c08e38e8a","2019-10","Merseyside Police","Merseyside Police",-2.800942,53.411284,"On or near Supermarket","E01006505","Knowsley 013E","Shoplifting","Investigation complete; no suspect identified",NA
"3369",70812,"090010704953e4b4dfc5e214fa51b504a233964000b29d86604a73de0c367140","2019-10","Merseyside Police","Merseyside Police",-2.839058,53.411742,"On or near Further/Higher Educational Building","E01006481","Knowsley 015E","Shoplifting","Investigation complete; no suspect identified",NA
"3370",70813,"48d3b0de65811ce638662e407c327dc8d50827adb37441c662ddffb65958a4cd","2019-10","Merseyside Police","Merseyside Police",-2.838739,53.412355,"On or near Centre Way","E01006481","Knowsley 015E","Shoplifting","Investigation complete; no suspect identified",NA
"3371",70896,"458b028426c5fceade51d869b2e9e27d72c8974e302b554b718a6d5a32cd7b12","2019-10","Merseyside Police","Merseyside Police",-2.818023,53.398243,"On or near Petrol Station","E01006424","Knowsley 017B","Shoplifting","Investigation complete; no suspect identified",NA
"3372",71016,"4ff9c71573e6f5657498fea3be5753d420a799db4f5be4a5fc3a2002bf47865c","2019-10","Merseyside Police","Merseyside Police",-2.829467,53.360338,"On or near Cravenwood Road","E01006426","Knowsley 020A","Shoplifting","Investigation complete; no suspect identified",NA
"3373",71017,"c9b663be779776d57cc35cd57df64ecef182a7a38d7a0889d7dbc24686a3d729","2019-10","Merseyside Police","Merseyside Police",-2.829467,53.360338,"On or near Cravenwood Road","E01006426","Knowsley 020A","Shoplifting","Investigation complete; no suspect identified",NA
"3374",71112,"a13b396986095cd8302d452d976f45bd7b156718c98ef6879bed28904a560b4c","2019-10","Merseyside Police","Merseyside Police",-2.930571,53.468808,"On or near Longmoor Close","E01006655","Liverpool 001C","Shoplifting","Investigation complete; no suspect identified",NA
"3375",71156,"44ed65b1daffc85d6d6351ffb6743441a2b145c47531e308b430d862bcbf95e1","2019-10","Merseyside Police","Merseyside Police",-2.918078,53.456059,"On or near East Lancashire Road","E01006660","Liverpool 001E","Shoplifting","Investigation complete; no suspect identified",NA
"3376",71157,"59a28f02ee43af00492384a4e36041b3ebbf4bb1e0cea80ded1b462931239e67","2019-10","Merseyside Police","Merseyside Police",-2.918078,53.456059,"On or near East Lancashire Road","E01006660","Liverpool 001E","Shoplifting","Investigation complete; no suspect identified",NA
"3377",71158,"fd9e71b63ee4c47324ab72dfe19ab2698e09e5bea7e91487f19a6c371d0076be","2019-10","Merseyside Police","Merseyside Police",-2.918078,53.456059,"On or near East Lancashire Road","E01006660","Liverpool 001E","Shoplifting","Offender given penalty notice",NA
"3378",71249,"d5b4a39ca5a8382e170de598a3d32ed3cd2184ccdfc966e94f850e38cf90b490","2019-10","Merseyside Police","Merseyside Police",-2.965313,53.464298,"On or near Eccleston Road","E01006781","Liverpool 003A","Shoplifting","Investigation complete; no suspect identified",NA
"3379",71262,"4f69e98ca93c34faa7b71c0ba81f8536a1ae49deda04f143289ac93a3f2c7663","2019-10","Merseyside Police","Merseyside Police",-2.959992,53.462813,"On or near Walton Vale","E01006782","Liverpool 003B","Shoplifting","Court result unavailable",NA
"3380",71275,"6a5874abe6c16c4cf32ca9dfb845475eff821f745f7f1f48aec79552960c7826","2019-10","Merseyside Police","Merseyside Police",-2.962008,53.462024,"On or near Orrell Lane","E01006784","Liverpool 003C","Shoplifting","Court result unavailable",NA
"3381",71319,"5fae8485764df206cbac22eaddd494eca865475ddc05db36aeec555f648e520f","2019-10","Merseyside Police","Merseyside Police",-2.896655,53.462119,"On or near Callestock Close","E01006661","Liverpool 004A","Shoplifting","Investigation complete; no suspect identified",NA
"3382",71320,"7301215776a6195ec41abe71b270b6ce423072bfd6afad392f5ee717ec843683","2019-10","Merseyside Police","Merseyside Police",-2.896655,53.462119,"On or near Callestock Close","E01006661","Liverpool 004A","Shoplifting","Unable to prosecute suspect",NA
"3383",71321,"6e885903333d4d32892489fe78df7dd1aa0808f737a65e4fad8adaa4622043fa","2019-10","Merseyside Police","Merseyside Police",-2.896655,53.462119,"On or near Callestock Close","E01006661","Liverpool 004A","Shoplifting","Investigation complete; no suspect identified",NA
"3384",71364,"3dc800b7d9cea01ce1ab1fc8da185282ea3feeb19d055a34bc6660db40561443","2019-10","Merseyside Police","Merseyside Police",-2.899233,53.465093,"On or near Portal Way","E01006663","Liverpool 004C","Shoplifting","Investigation complete; no suspect identified",NA
"3385",71365,"e6849c5ab03901f03176fc46e99497d094c927ac28a6c36c21613bfcb001decc","2019-10","Merseyside Police","Merseyside Police",-2.899233,53.465093,"On or near Portal Way","E01006663","Liverpool 004C","Shoplifting","Investigation complete; no suspect identified",NA
"3386",71366,"12c2358fe20a08124b2cda131c5efa39dd1147efd511fa68fee9178c8fcca21f","2019-10","Merseyside Police","Merseyside Police",-2.899233,53.465093,"On or near Portal Way","E01006663","Liverpool 004C","Shoplifting","Unable to prosecute suspect",NA
"3387",71367,"4632ad7ddf0f6139ea7952f595f37e47991ad9311ed5ac46f913ab2d5cb0a51f","2019-10","Merseyside Police","Merseyside Police",-2.899233,53.465093,"On or near Portal Way","E01006663","Liverpool 004C","Shoplifting","Investigation complete; no suspect identified",NA
"3388",71368,"639b33b682c7f74bc004555ba46b2677c649794618d0196d0beeb9ee43de1ea9","2019-10","Merseyside Police","Merseyside Police",-2.899233,53.465093,"On or near Portal Way","E01006663","Liverpool 004C","Shoplifting","Investigation complete; no suspect identified",NA
"3389",71369,"d922814f0de300336b40042434252c4ff70c4a44476f9d5023203176899b4165","2019-10","Merseyside Police","Merseyside Police",-2.899233,53.465093,"On or near Portal Way","E01006663","Liverpool 004C","Shoplifting","Court result unavailable",NA
"3390",71639,"00b668fd63457332875e1f8952f1ee7be7d8268bbef174cfc03b6c490de70a4b","2019-10","Merseyside Police","Merseyside Police",-2.96034,53.450873,"On or near Cavendish Drive","E01006791","Liverpool 006D","Shoplifting","Unable to prosecute suspect",NA
"3391",71640,"6bd5efddbb086450e312942f2ecc5a9685238c1d238173f9841c0f13e7b6aa0f","2019-10","Merseyside Police","Merseyside Police",-2.96034,53.450873,"On or near Cavendish Drive","E01006791","Liverpool 006D","Shoplifting","Further investigation is not in the public interest",NA
